date,state,shape
2010-10-07,TN,sphere
2010-10-07,TX,light
2010-10-07,MO,light
2011-10-07,AR,unknown
2011-10-07,NJ,light
2011-10-07,FL,fireball
2011-10-07,DE,flash
2011-10-07,TX,circle
2011-10-07,IL,chevron
2011-10-07,MO,unknown
2011-10-07,CT,chevron
2011-10-07,NC,circle
2011-10-07,WI,sphere
2011-10-07,KY,other
2011-10-07,OH,fireball
2011-10-07,MI,cigar
2012-10-07,PA,light
2012-10-07,IN,disk
2012-10-07,AZ,sphere
2012-10-07,TN,circle
2012-10-07,GA,light
2012-10-07,CA,triangle
2012-10-07,FL,fireball
2012-10-07,OH,formation
2012-10-07,NC,fireball
2012-10-07,TN,flash
2013-10-07,WA,light
2013-10-07,NV,NA
2013-10-07,MI,disk
2013-10-07,TX,cigar
2013-10-07,PA,light
2013-10-07,TX,unknown
2013-10-07,CO,circle
2013-10-07,TX,unknown
2013-10-07,GA,fireball
2013-10-07,CA,triangle
2013-10-07,NV,other
2013-10-07,NE,diamond
1973-10-08,MS,disk
1987-10-08,VA,light
1992-10-08,OH,oval
1998-10-08,NJ,diamond
1998-10-08,TX,triangle
1998-10-08,CA,light
1999-10-08,WA,circle
1999-10-08,AZ,cone
1999-10-08,MD,triangle
1999-10-08,CA,diamond
1999-10-08,TX,flash
1999-10-08,MN,triangle
2000-10-08,IA,NA
2000-10-08,OK,unknown
2000-10-08,CA,triangle
2000-10-08,CA,circle
2000-10-08,RI,formation
2000-10-08,WA,other
2000-10-08,OH,light
2000-10-08,NY,other
2000-10-08,NY,other
2000-10-08,NC,disk
2000-10-08,AZ,circle
2001-10-08,IL,triangle
2001-10-08,VA,formation
2001-10-08,FL,other
2002-10-08,CA,light
2002-10-08,PA,fireball
2003-10-08,MA,rectangle
2003-10-08,VA,triangle
2003-10-08,AL,disk
2003-10-08,MD,other
2003-10-08,NE,light
2003-10-08,MD,changing
2003-10-08,MD,light
2003-10-08,IN,light
2003-10-08,MD,light
2003-10-08,CA,light
2003-10-08,NY,other
2004-10-08,CA,disk
2004-10-08,CA,unknown
2004-10-08,NY,circle
2004-10-08,CA,light
2004-10-08,MT,light
2004-10-08,ME,sphere
2005-10-08,AR,oval
2005-10-08,FL,light
2005-10-08,AR,oval
2005-10-08,CA,formation
2005-10-08,CA,oval
2005-10-08,CA,oval
2005-10-08,MT,light
2005-10-08,CA,light
2006-10-08,NC,triangle
2006-10-08,NY,rectangle
2006-10-08,AK,disk
2006-10-08,ME,light
2006-10-08,OR,formation
2006-10-08,CA,light
2006-10-08,MI,light
2006-10-08,NY,unknown
2007-10-08,OK,unknown
2007-10-08,PA,cigar
2007-10-08,VA,circle
2007-10-08,NC,changing
2008-10-08,NV,disk
2008-10-08,CA,cylinder
2008-10-08,WA,other
2008-10-08,MO,sphere
2008-10-08,RI,formation
2008-10-08,TX,chevron
2008-10-08,UT,sphere
2008-10-08,TN,light
2008-10-08,OK,light
2008-10-08,KS,flash
2008-10-08,IL,chevron
2008-10-08,CT,cigar
2008-10-08,LA,formation
2008-10-08,CA,light
2008-10-08,CA,triangle
2008-10-08,WA,unknown
2009-10-08,NY,light
2009-10-08,FL,unknown
2009-10-08,GA,light
2009-10-08,TN,disk
2009-10-08,NC,oval
2009-10-08,SC,light
2009-10-08,SC,sphere
2009-10-08,NC,circle
2009-10-08,AZ,formation
2009-10-08,SC,light
2010-10-08,CA,oval
2010-10-08,IL,light
2010-10-08,AK,triangle
2010-10-08,FL,light
2010-10-08,MI,light
2010-10-08,CO,light
2010-10-08,PA,unknown
2010-10-08,NY,flash
2010-10-08,MA,circle
2010-10-08,TX,unknown
2010-10-08,PA,disk
2010-10-08,NV,light
2010-10-08,TN,oval
2010-10-08,AZ,oval
2010-10-08,NC,light
2010-10-08,IN,triangle
2010-10-08,OH,circle
2010-10-08,OH,disk
2010-10-08,FL,sphere
2011-10-08,NE,teardrop
2011-10-08,WA,flash
2011-10-08,MO,diamond
2011-10-08,TN,other
2011-10-08,SC,light
2011-10-08,WA,changing
2011-10-08,WA,disk
2011-10-08,WA,disk
2011-10-08,NY,light
2011-10-08,NY,unknown
2011-10-08,PA,sphere
2011-10-08,MI,light
2011-10-08,IN,triangle
2011-10-08,MD,sphere
2011-10-08,OR,unknown
2011-10-08,PA,unknown
2011-10-08,IL,NA
2011-10-08,OH,sphere
2011-10-08,AR,teardrop
2011-10-08,CO,circle
2011-10-08,VA,chevron
2011-10-08,VA,formation
2011-10-08,WI,sphere
2011-10-08,MI,light
2011-10-08,OH,triangle
2011-10-08,CA,circle
2012-10-08,CO,formation
2012-10-08,CA,flash
2012-10-08,CT,cross
2012-10-08,MO,changing
2012-10-08,TX,light
2012-10-08,OH,oval
2012-10-08,CA,sphere
2012-10-08,CA,oval
2012-10-08,ME,fireball
2012-10-08,CA,light
2012-10-08,LA,formation
2013-10-08,CO,triangle
2013-10-08,VT,light
2013-10-08,MS,circle
2013-10-08,PA,oval
2013-10-08,CA,oval
2013-10-08,AR,other
2013-10-08,OH,cigar
2013-10-08,UT,sphere
2013-10-08,AL,oval
2013-10-08,FL,changing
2013-10-08,GA,egg
2013-10-08,IN,light
2013-10-08,IL,unknown
2013-10-08,PA,light
2013-10-08,WV,chevron
2013-10-08,MN,other
2013-10-08,MN,circle
2013-10-08,FL,light
2013-10-08,WA,chevron
2013-10-08,CT,light
2013-10-08,MT,diamond
1980-10-09,WI,disk
1992-10-09,TX,rectangle
1994-10-09,FL,sphere
1996-10-09,NM,other
1997-10-09,CA,circle
1997-10-09,MI,triangle
1998-10-09,IN,changing
1998-10-09,NC,disk
1998-10-09,KY,disk
1999-10-09,CA,triangle
1999-10-09,CA,fireball
1999-10-09,FL,disk
1999-10-09,FL,other
2000-10-09,AL,unknown
2000-10-09,MN,changing
2001-10-09,CA,disk
2001-10-09,CA,NA
2001-10-09,KY,oval
2001-10-09,MA,sphere
2002-10-09,CA,circle
2002-10-09,IL,chevron
2002-10-09,CO,chevron
2003-10-09,CO,light
2003-10-09,MI,light
2003-10-09,SC,disk
2003-10-09,MI,rectangle
2003-10-09,NY,circle
2003-10-09,WA,cylinder
2003-10-09,NY,oval
2003-10-09,CA,light
2003-10-09,FL,disk
2003-10-09,OR,other
2004-10-09,TX,changing
2004-10-09,NJ,unknown
2004-10-09,IL,circle
2004-10-09,SC,rectangle
2004-10-09,NE,triangle
2004-10-09,VA,circle
2004-10-09,AZ,triangle
2005-10-09,TX,disk
2005-10-09,OK,cigar
2005-10-09,CA,unknown
2005-10-09,ID,other
2005-10-09,WA,light
2005-10-09,CA,light
2006-10-09,NJ,sphere
2006-10-09,AZ,oval
2006-10-09,FL,light
2006-10-09,NY,rectangle
2006-10-09,VA,light
2006-10-09,CA,fireball
2006-10-09,CA,light
2006-10-09,IN,light
2007-10-09,IL,unknown
2007-10-09,CA,circle
2007-10-09,CO,diamond
2007-10-09,CA,light
2007-10-09,TX,other
2007-10-09,KS,circle
2007-10-09,OH,sphere
2007-10-09,MO,other
2007-10-09,NE,triangle
2007-10-09,TN,light
2007-10-09,MO,sphere
2008-10-09,FL,oval
2008-10-09,CA,other
2008-10-09,TN,unknown
2008-10-09,TX,cylinder
2008-10-09,NJ,cigar
2008-10-09,AL,circle
2008-10-09,TX,oval
2008-10-09,MO,sphere
2008-10-09,TX,light
2008-10-09,TX,cylinder
2008-10-09,IL,circle
2008-10-09,IL,teardrop
2008-10-09,IL,flash
2008-10-09,WI,light
2008-10-09,IL,fireball
2008-10-09,IL,fireball
2008-10-09,CA,disk
2008-10-09,CA,light
2008-10-09,AR,triangle
2008-10-10,AR,oval
2009-10-09,NJ,cylinder
2009-10-09,KS,other
2009-10-09,CA,cigar
2009-10-09,TN,disk
2009-10-09,CA,triangle
2009-10-09,NY,unknown
2009-10-09,FL,light
2009-10-09,TX,light
2009-10-09,NC,oval
2009-10-09,ND,triangle
2009-10-09,NJ,chevron
2010-10-09,TX,fireball
2010-10-09,MT,formation
2010-10-09,FL,unknown
2010-10-09,WV,unknown
2010-10-09,CA,circle
2010-10-09,NJ,circle
2010-10-09,FL,triangle
2010-10-09,OH,light
2010-10-09,CA,cylinder
2010-10-09,AZ,disk
2010-10-09,IL,rectangle
2010-10-09,IL,triangle
2010-10-09,GA,light
2010-10-09,TX,triangle
2010-10-09,WI,circle
2010-10-09,NC,NA
2010-10-09,OH,fireball
2010-10-09,NJ,light
2010-10-09,PA,other
2010-10-09,TX,fireball
2010-10-09,MA,triangle
2010-10-09,PA,triangle
2010-10-09,KY,diamond
2011-10-09,WA,light
2011-10-09,CA,chevron
2011-10-09,WV,other
2011-10-09,OR,cigar
2011-10-09,WI,disk
2011-10-09,NH,unknown
2011-10-09,MA,fireball
2011-10-09,TN,other
2011-10-09,NY,light
2011-10-09,NH,sphere
2011-10-09,TN,disk
2011-10-09,MA,circle
2011-10-09,CT,fireball
2011-10-09,MA,fireball
2011-10-09,NH,light
2011-10-09,WA,light
2011-10-09,IL,fireball
2011-10-09,WI,fireball
2011-10-09,FL,other
2012-10-09,WI,disk
2012-10-09,CO,unknown
2012-10-09,MN,light
2012-10-09,CA,light
2012-10-09,TX,rectangle
2012-10-09,NY,circle
2012-10-09,OR,sphere
2012-10-09,CA,sphere
2012-10-09,NM,teardrop
2012-10-09,NJ,fireball
2012-10-09,TX,diamond
2012-10-09,LA,triangle
2012-10-09,FL,light
2012-10-09,NY,other
2012-10-09,CA,fireball
2012-10-10,IA,diamond
2013-10-09,AZ,unknown
2013-10-09,AZ,light
2013-10-09,TN,fireball
2013-10-09,TN,cigar
2013-10-09,CO,oval
2013-10-09,OH,egg
2013-10-09,IN,light
2013-10-09,IN,rectangle
2013-10-09,FL,unknown
2013-10-09,NY,light
2013-10-09,RI,light
2013-10-09,TX,oval
2013-10-09,WI,flash
2013-10-09,MO,triangle
2013-10-09,FL,other
2013-10-09,OH,other
2013-10-09,MN,circle
2013-10-09,WI,light
2013-10-09,PA,diamond
2013-10-09,SC,light
2013-10-09,WA,triangle
2013-10-09,IN,light
1980-01-10,NH,disk
1981-01-10,CA,unknown
1983-01-10,TX,cylinder
1987-01-10,CA,sphere
1988-01-10,IL,unknown
1989-01-10,NJ,fireball
1989-01-10,CA,light
1991-01-10,MS,light
1993-01-10,NY,other
1995-01-10,CA,NA
1995-01-10,OH,sphere
1996-01-10,PA,NA
1997-01-10,OH,triangle
1998-01-10,ME,circle
1998-01-10,WA,light
1998-01-10,MI,light
1998-01-10,IN,NA
1999-01-10,CA,unknown
1999-01-10,CA,fireball
1999-01-10,TX,light
1999-01-10,CT,disk
1999-01-10,DE,fireball
1999-01-10,TX,fireball
2000-01-10,TN,disk
2000-01-10,OK,oval
2000-01-10,TN,oval
2000-01-10,TX,light
2000-01-10,CA,light
2000-01-10,PA,unknown
2001-01-10,NC,cigar
2001-01-10,IN,light
2001-01-10,NC,egg
2001-01-10,MA,disk
2001-01-10,ME,cigar
2001-01-10,WA,triangle
2001-01-10,CA,cigar
2001-01-10,WI,formation
2001-01-10,IL,light
2002-01-10,AZ,rectangle
2002-01-10,PA,circle
2002-01-10,AZ,NA
2002-01-10,AZ,cylinder
2003-01-10,NY,flash
2003-01-10,MD,other
2003-01-10,UT,fireball
2003-01-10,IL,circle
2003-01-10,CT,oval
2003-01-10,ME,other
2003-01-10,SC,unknown
2003-01-10,AR,oval
2003-01-10,WA,disk
2003-01-10,CA,oval
2003-01-10,AL,diamond
2003-01-10,VA,cigar
2004-01-10,NJ,other
2004-01-10,FL,light
2004-01-10,IN,fireball
2004-01-10,DE,circle
2004-01-10,MS,light
2004-01-10,MS,unknown
2004-01-10,CT,light
2004-01-10,AL,diamond
2004-01-10,TN,oval
2005-01-10,TN,disk
2005-01-10,GA,sphere
2005-01-10,CO,NA
2005-01-10,OR,light
2005-01-10,WA,changing
2005-01-10,NJ,circle
2005-01-10,MI,circle
2005-01-10,TX,oval
2005-01-10,FL,light
2005-01-10,CA,light
2005-01-10,AZ,changing
2006-01-10,WI,other
2006-01-10,MN,unknown
2006-01-10,NY,light
2006-01-10,MO,light
2007-01-10,OK,teardrop
2007-01-10,TX,light
2007-01-10,PA,sphere
2007-01-10,CA,disk
2007-01-10,FL,cylinder
2007-01-10,MI,circle
2007-01-10,NY,other
2007-01-10,AR,light
2007-01-10,IL,formation
2007-01-10,MS,circle
2007-01-10,NC,circle
2007-01-10,FL,light
2007-01-10,IL,triangle
2007-01-10,IA,chevron
2007-01-10,KY,disk
2007-01-10,IA,chevron
2007-01-10,NJ,fireball
2008-01-10,FL,other
2008-01-10,OK,circle
2008-01-10,KY,light
2008-01-10,NY,circle
2008-01-10,FL,teardrop
2008-01-10,FL,fireball
2008-01-10,NV,unknown
2008-01-10,NY,other
2008-01-10,CA,light
2008-01-10,MD,light
2009-01-10,FL,other
2009-01-10,OH,triangle
2009-01-10,CA,light
2009-01-10,FL,oval
2009-01-10,FL,oval
2009-01-10,TX,disk
2009-01-10,LA,light
2009-01-10,UT,light
2009-01-10,WA,light
2009-01-10,GA,light
2009-01-10,VT,circle
2009-01-10,FL,formation
2010-01-10,MA,sphere
2010-01-10,TX,light
2010-01-10,CA,unknown
2010-01-10,MA,triangle
2010-01-10,MD,sphere
2010-01-10,NC,changing
2010-01-10,NM,other
2010-01-10,LA,oval
2010-01-10,MO,chevron
2010-01-10,CA,fireball
2010-01-10,KS,circle
2010-01-11,MA,unknown
2011-01-10,CA,light
2011-01-10,IL,rectangle
2011-01-10,CA,cylinder
2011-01-10,PA,cigar
2011-01-10,WI,oval
2011-01-10,NC,cylinder
2012-01-10,IN,light
2012-01-10,PA,other
2012-01-10,NY,triangle
2012-01-10,MI,circle
2012-01-10,MD,oval
2012-01-10,CA,changing
2012-01-10,ID,sphere
2012-01-10,IL,sphere
2012-01-10,TX,formation
2012-01-10,MO,light
2012-01-10,VA,changing
2012-01-10,WA,triangle
2012-01-10,PA,light
2012-01-10,MA,chevron
2012-01-10,IL,triangle
2012-01-10,OR,fireball
2012-01-10,IA,flash
2013-01-10,TX,sphere
2013-01-10,MN,triangle
2013-01-10,MA,triangle
2013-01-10,MI,circle
2013-01-10,VA,formation
2013-01-10,OH,fireball
2014-01-10,CA,rectangle
2014-01-10,TX,circle
2014-01-10,CO,sphere
2014-01-10,CT,flash
2014-01-10,TN,light
2014-01-10,AZ,unknown
2014-01-10,NH,fireball
2014-01-10,CA,fireball
2014-01-10,MI,flash
2014-01-10,HI,fireball
2014-01-10,CA,circle
1973-11-10,NC,disk
1979-11-10,NJ,rectangle
1979-11-10,MI,other
1980-11-10,MI,rectangle
1981-11-10,CA,other
1986-11-10,CA,disk
1989-11-10,AZ,light
1991-11-10,MO,triangle
1994-11-10,TX,circle
1994-11-10,TX,unknown
1995-11-10,OR,NA
1995-11-10,MN,disk
1995-11-10,WA,NA
1995-11-10,TX,circle
1997-11-10,PA,light
1997-11-10,UT,triangle
1997-11-10,WV,circle
1997-11-10,CA,light
1998-11-10,OK,sphere
1998-11-10,CA,disk
1998-11-10,WA,egg
1998-11-10,CA,light
1998-11-11,IL,sphere
1999-11-10,MO,NA
1999-11-10,CA,other
1999-11-10,IL,unknown
1999-11-10,KY,light
1999-11-10,MO,light
1999-11-10,AZ,other
1999-11-10,NY,triangle
1999-11-10,SC,fireball
1999-11-10,GA,NA
2000-11-10,CA,rectangle
2000-11-10,OH,rectangle
2000-11-10,NY,triangle
2001-11-10,TN,oval
2001-11-10,CO,oval
2001-11-10,OK,circle
2001-11-10,FL,fireball
2002-11-10,CA,changing
2002-11-10,MI,other
2002-11-10,NJ,rectangle
2002-11-10,CA,circle
2002-11-10,TX,light
2002-11-10,IL,light
2003-11-10,NV,light
2003-11-10,AZ,light
2003-11-10,MN,light
2003-11-10,CA,disk
2003-11-10,CA,disk
2003-11-10,CA,circle
2003-11-10,CA,disk
2003-11-10,NH,triangle
2003-11-10,FL,sphere
2003-11-10,AL,cone
2004-11-10,OH,unknown
2004-11-10,NY,unknown
2004-11-10,KS,light
2004-11-10,OK,unknown
2004-11-10,FL,other
2004-11-10,MS,other
2005-11-10,TX,disk
2005-11-10,OR,cylinder
2005-11-10,NY,cylinder
2005-11-10,WA,triangle
2005-11-10,CA,light
2005-11-10,AZ,light
2005-11-10,TX,NA
2005-11-10,MN,unknown
2005-11-10,MI,triangle
2005-11-10,GA,light
2005-11-10,CO,light
2005-11-10,AZ,other
2005-11-10,ME,formation
2005-11-10,GA,unknown
2005-11-10,MI,teardrop
2006-11-10,AL,unknown
2006-11-10,NJ,fireball
2006-11-10,TX,light
2006-11-10,NC,triangle
2006-11-10,CA,changing
2006-11-10,FL,triangle
2006-11-10,AK,other
2007-11-10,CA,fireball
2007-11-10,VA,unknown
2007-11-10,CA,other
2007-11-10,TX,triangle
2007-11-10,VA,light
2007-11-10,SC,other
2007-11-10,FL,fireball
2007-11-10,FL,oval
2007-11-10,FL,unknown
2007-11-10,CA,circle
2007-11-10,FL,light
2007-11-10,WA,cigar
2007-11-10,FL,light
2007-11-10,MA,disk
2007-11-10,MA,oval
2007-11-10,NV,triangle
2008-11-10,OH,changing
2008-11-10,CA,triangle
2008-11-10,TX,disk
2008-11-10,CO,light
2008-11-10,TN,flash
2008-11-10,TN,fireball
2008-11-10,NJ,light
2008-11-10,WA,changing
2008-11-10,CA,oval
2008-11-10,CA,other
2008-11-10,TN,fireball
2008-11-10,TN,fireball
2009-11-10,AL,triangle
2009-11-10,CA,NA
2009-11-10,MA,oval
2009-11-10,GA,circle
2009-11-10,MO,sphere
2010-11-10,NY,flash
2010-11-10,MA,changing
2010-11-10,HI,oval
2010-11-10,FL,disk
2010-11-10,VA,disk
2010-11-10,TX,cigar
2010-11-10,PA,oval
2010-11-10,NY,diamond
2010-11-10,IL,formation
2010-11-10,NC,triangle
2010-11-10,TX,triangle
2010-11-10,ME,oval
2011-11-10,FL,triangle
2011-11-10,CA,unknown
2011-11-10,CA,fireball
2011-11-10,WA,circle
2011-11-10,MN,sphere
2011-11-10,SC,light
2011-11-10,GA,formation
2011-11-10,TX,light
2012-11-10,WA,flash
2012-11-10,TX,unknown
2012-11-10,TN,teardrop
2012-11-10,WV,cylinder
2012-11-10,IA,circle
2012-11-10,MT,light
2012-11-10,PA,unknown
2012-11-10,UT,fireball
2012-11-10,WA,rectangle
2012-11-10,WA,triangle
2012-11-10,NY,NA
2012-11-10,NY,circle
2012-11-10,FL,circle
2012-11-10,FL,circle
2012-11-10,NJ,fireball
2012-11-10,CA,sphere
2012-11-10,TN,other
2012-11-10,PA,circle
2012-11-10,CA,circle
2012-11-10,CA,circle
2012-11-10,FL,unknown
2012-11-10,GA,triangle
2012-11-10,FL,chevron
2012-11-10,VT,triangle
2012-11-10,SC,light
2012-11-10,LA,changing
2012-11-10,TX,fireball
2012-11-10,PA,teardrop
2012-11-10,CA,unknown
2012-11-10,SC,egg
2012-11-10,CA,light
2012-11-10,FL,sphere
2012-11-10,WA,other
2012-11-10,NY,triangle
2012-11-10,AR,other
2012-11-10,CA,triangle
2012-11-10,OH,triangle
2012-11-10,OR,circle
2013-11-10,VA,unknown
2013-11-10,IA,triangle
2013-11-10,IA,triangle
2013-11-10,FL,triangle
2013-11-10,MN,flash
2013-11-10,CT,light
2013-11-10,NJ,rectangle
2013-11-10,FL,cigar
2013-11-10,CA,fireball
2013-11-10,CO,circle
2013-11-10,LA,circle
2013-11-10,IL,other
2013-11-10,WA,fireball
2013-11-10,MI,triangle
2013-11-10,OH,other
2013-11-10,AK,fireball
2013-11-10,FL,fireball
2013-11-10,TX,fireball
2013-11-10,TX,fireball
2013-11-10,AR,rectangle
2013-11-10,OK,triangle
2013-11-10,FL,sphere
2013-11-10,VA,changing
2013-11-10,RI,rectangle
2013-11-10,IN,fireball
2013-11-10,NV,oval
1973-11-11,PA,disk
1976-11-11,SC,light
1977-11-11,MS,triangle
1978-11-11,LA,light
1979-11-11,AZ,NA
1979-11-11,AZ,light
1984-11-11,MA,triangle
1993-11-11,NM,triangle
1994-11-11,IN,triangle
1994-11-11,IN,diamond
1995-11-11,OR,NA
1995-11-11,WA,light
1995-11-11,CA,NA
1995-11-11,WA,NA
1997-11-11,MO,triangle
1997-11-11,OH,cylinder
1998-11-11,OH,fireball
1998-11-11,KY,circle
1998-11-11,MS,triangle
1999-11-11,CA,cigar
1999-11-11,CA,sphere
1999-11-11,TX,light
1999-11-11,PA,light
1999-11-11,WI,cigar
2000-11-11,NY,circle
2000-11-11,CA,oval
2000-11-11,FL,cylinder
2000-11-11,OR,light
2000-11-11,OR,circle
2000-11-11,MA,disk
2000-11-11,CA,light
2000-11-11,IN,other
2000-11-11,IL,light
2001-11-11,NY,light
2001-11-11,CO,other
2001-11-11,VA,disk
2001-11-11,NC,triangle
2001-11-11,CO,NA
2001-11-11,NY,triangle
2001-11-11,IN,light
2001-11-11,NY,cigar
2002-11-11,TN,other
2002-11-11,PA,disk
2002-11-11,WA,fireball
2002-11-11,CA,light
2002-11-11,WI,triangle
2003-11-11,MI,light
2003-11-11,GA,teardrop
2003-11-11,CA,unknown
2003-11-11,AL,other
2003-11-11,FL,disk
2003-11-11,IL,diamond
2003-11-11,PA,triangle
2003-11-11,FL,other
2003-11-11,MI,changing
2003-11-11,WI,sphere
2003-11-11,IL,formation
2004-11-11,SD,light
2004-11-11,TX,changing
2004-11-11,TN,changing
2004-11-11,OH,sphere
2005-11-11,CA,light
2005-11-11,OH,light
2005-11-11,KY,egg
2005-11-11,CA,light
2005-11-11,FL,cylinder
2005-11-11,NY,light
2005-11-11,MN,unknown
2005-11-11,LA,triangle
2005-11-11,NY,other
2005-11-11,FL,triangle
2005-11-11,NJ,disk
2006-11-11,VA,cigar
2006-11-11,TX,light
2006-11-11,LA,triangle
2006-11-11,TN,circle
2006-11-11,CA,light
2006-11-11,CA,circle
2006-11-11,CA,diamond
2006-11-11,NY,light
2006-11-11,VA,light
2006-11-11,MI,triangle
2006-11-11,PA,light
2007-11-11,MA,light
2007-11-11,TX,unknown
2007-11-11,VA,flash
2007-11-11,WA,other
2007-11-11,FL,light
2007-11-11,CA,light
2007-11-11,ID,unknown
2007-11-11,CA,cylinder
2007-11-11,MT,sphere
2007-11-11,GA,sphere
2008-11-11,TX,sphere
2008-11-11,AZ,triangle
2008-11-11,TX,light
2008-11-11,CA,light
2008-11-11,OR,light
2009-11-11,IN,triangle
2009-11-11,GA,circle
2009-11-11,WA,light
2009-11-11,MI,light
2009-11-11,PA,sphere
2009-11-12,TX,other
2010-11-11,CA,disk
2010-11-11,TN,egg
2010-11-11,NY,other
2010-11-11,CA,other
2010-11-11,CT,light
2010-11-11,OH,light
2010-11-11,CA,other
2010-11-11,SC,light
2011-11-11,WA,light
2011-11-11,OH,circle
2011-11-11,AZ,unknown
2011-11-11,TX,oval
2011-11-11,WA,unknown
2011-11-11,NC,oval
2011-11-11,DE,triangle
2011-11-11,AK,circle
2011-11-11,CA,triangle
2011-11-11,MD,other
2011-11-11,MN,formation
2011-11-11,IN,cylinder
2011-11-11,CT,light
2011-11-11,AR,disk
2011-11-11,NY,circle
2012-11-11,IN,sphere
2012-11-11,TX,other
2012-11-11,OH,sphere
2012-11-11,WA,unknown
2012-11-11,CA,triangle
2012-11-11,GA,fireball
2012-11-11,NE,disk
2012-11-11,VA,cylinder
2012-11-11,CA,fireball
2012-11-11,CA,formation
2012-11-11,CO,triangle
2012-11-11,MT,unknown
2012-11-11,MT,diamond
2012-11-11,KS,formation
2012-11-11,VA,triangle
2012-11-11,NV,unknown
2012-11-11,OH,circle
2012-11-11,FL,unknown
2012-11-11,CA,chevron
2012-11-11,MO,cigar
2012-11-11,NC,sphere
2013-11-11,MO,triangle
2013-11-11,WA,oval
2013-11-11,VA,light
2013-11-11,ID,fireball
2013-11-11,IN,disk
2013-11-11,AZ,light
2013-11-11,FL,light
2013-11-11,AZ,sphere
2013-11-11,FL,light
2013-11-11,FL,light
2013-11-11,WI,triangle
2013-11-11,WI,light
1972-11-01,CA,light
1972-11-01,CA,NA
1972-11-01,GA,circle
1973-11-01,NY,NA
1974-11-01,TN,light
1974-11-01,TX,light
1974-11-01,IA,light
1974-11-01,PA,unknown
1975-11-01,MS,oval
1975-11-01,SC,circle
1976-11-01,DE,disk
1977-11-01,MO,unknown
1978-11-01,WV,unknown
1978-11-01,IN,other
1978-11-01,CA,disk
1978-11-01,TX,chevron
1978-11-01,NY,light
1979-11-01,CT,light
1979-11-01,TX,triangle
1980-11-01,IN,oval
1980-01-11,KS,cigar
1981-11-01,NE,sphere
1982-11-01,ME,changing
1982-11-01,CA,sphere
1983-11-01,CA,disk
1983-11-01,NC,light
1983-11-01,NY,triangle
1984-11-01,TX,disk
1986-11-01,WV,oval
1987-11-01,NC,light
1987-11-01,FL,cylinder
1987-11-01,CO,oval
1988-11-01,OR,cylinder
1990-01-11,IN,oval
1990-11-01,MI,light
1990-11-01,MA,light
1991-11-01,MI,triangle
1991-11-01,MI,triangle
1991-11-01,GA,disk
1993-11-01,CA,triangle
1993-11-01,SC,circle
1993-11-01,NM,cigar
1994-11-01,TN,triangle
1994-11-01,MI,unknown
1994-11-01,CA,disk
1995-11-01,WA,NA
1995-11-01,CA,light
1995-11-01,MA,circle
1995-11-01,MA,light
1995-11-01,CA,triangle
1995-11-01,CA,unknown
1995-11-01,PA,sphere
1995-11-01,CA,other
1995-11-01,AL,triangle
1995-11-01,TX,sphere
1996-11-01,AR,cylinder
1996-01-11,WA,NA
1996-11-01,MA,triangle
1996-11-01,OH,other
1996-11-01,WA,circle
1997-11-01,WI,unknown
1997-11-01,MA,triangle
1997-01-11,MN,pyramid
1997-11-01,GA,light
1997-11-01,MO,fireball
1997-11-01,CA,formation
1997-01-11,TX,circle
1997-11-01,CA,light
1997-11-01,NY,light
1998-11-01,MI,fireball
1998-01-11,CO,fireball
1998-11-01,MI,fireball
1998-11-01,TN,other
1998-01-11,NJ,light
1998-11-01,IN,cylinder
1998-11-01,AZ,cross
1998-11-01,WV,triangle
1998-01-11,NV,disk
1998-11-01,VA,triangle
1998-11-01,CO,fireball
1999-11-01,OR,other
1999-01-11,MN,circle
1999-11-01,OR,oval
1999-11-01,NV,oval
1999-01-11,CA,fireball
1999-11-01,IN,triangle
1999-01-11,OR,cylinder
1999-11-01,NY,cigar
1999-01-11,CA,fireball
1999-11-01,CA,egg
1999-01-11,CA,sphere
1999-11-01,TX,light
1999-11-01,TX,changing
1999-11-01,CA,triangle
1999-01-11,MO,egg
1999-11-01,MI,disk
1999-11-02,LA,cylinder
2000-11-01,TX,disk
2000-01-11,IL,triangle
2000-11-01,NY,egg
2000-01-11,KS,NA
2000-11-01,MO,other
2000-11-01,CA,triangle
2000-11-01,NJ,light
2000-11-01,SD,other
2000-01-11,CO,fireball
2000-01-11,CA,oval
2000-11-01,CA,diamond
2001-01-11,WI,circle
2001-11-01,NH,sphere
2001-11-01,FL,other
2001-11-01,TX,oval
2001-11-01,NY,light
2001-01-11,CO,fireball
2001-01-11,CO,fireball
2001-01-11,IL,other
2001-11-01,MD,cigar
2001-11-01,WV,unknown
2001-11-01,WV,unknown
2001-11-01,NY,triangle
2001-01-11,IL,light
2001-01-11,IL,circle
2001-01-11,IL,formation
2001-01-11,IL,light
2001-01-11,IL,light
2001-01-11,IL,sphere
2001-01-11,IL,light
2001-01-11,IL,light
2001-01-11,IL,circle
2001-01-11,IL,circle
2001-01-11,IL,circle
2001-01-11,IL,light
2001-01-11,IL,light
2001-01-11,CO,fireball
2001-01-11,IL,fireball
2001-01-11,IL,light
2001-01-11,IL,light
2001-01-11,CO,circle
2001-01-11,CO,disk
2001-01-11,WY,fireball
2001-01-11,NM,fireball
2001-01-11,CO,fireball
2001-01-11,MT,fireball
2001-01-11,CO,fireball
2001-11-01,KS,sphere
2001-01-11,KS,fireball
