date,state,shape
2012-09-15,ME,oval
2012-09-15,AZ,disk
2012-09-15,CA,disk
2012-09-15,NY,cigar
2012-09-15,WI,fireball
2012-09-15,MI,light
2012-09-15,IL,triangle
2012-09-15,WI,light
2012-09-15,GA,unknown
2012-09-15,FL,triangle
2012-09-15,FL,fireball
2012-09-15,FL,changing
2012-09-15,MT,unknown
2012-09-15,CT,circle
2012-09-15,WI,light
2012-09-15,ID,egg
2012-09-15,IL,circle
2012-09-15,IL,light
2012-09-15,MI,fireball
2012-09-15,MT,oval
2012-09-15,FL,NA
2012-09-15,MA,sphere
2012-09-15,SC,circle
2012-09-15,KS,fireball
2012-09-15,IL,light
2012-09-15,CA,light
2012-09-16,OH,triangle
2013-09-15,WA,triangle
2013-09-15,CA,circle
2013-09-15,ME,triangle
2013-09-15,FL,fireball
2013-09-15,AZ,sphere
2013-09-15,NY,light
2013-09-15,PA,formation
2013-09-15,NC,light
2013-09-15,WI,light
2013-09-15,CT,fireball
2013-09-15,PA,oval
2013-09-15,GA,formation
2013-09-15,IN,rectangle
2013-09-15,LA,unknown
2013-09-15,SC,triangle
1973-09-16,IA,oval
1984-09-16,NY,chevron
1987-09-16,WA,disk
1994-09-16,WA,changing
1994-09-16,WA,oval
1995-09-16,OR,light
1995-09-16,WA,NA
1996-09-16,MA,oval
1997-09-16,CT,disk
1997-09-16,MN,other
1998-09-16,CA,light
1999-09-16,TX,disk
1999-09-16,WI,egg
1999-09-16,WI,circle
2000-09-16,NY,circle
2000-09-16,ME,unknown
2000-09-16,WV,triangle
2000-09-16,NY,formation
2000-09-16,CA,sphere
2000-09-16,IN,cigar
2000-09-16,DE,triangle
2000-09-16,NV,formation
2000-09-16,KY,circle
2001-09-16,VA,rectangle
2001-09-16,NJ,sphere
2001-09-16,MI,cigar
2001-09-16,NY,unknown
2001-09-16,NJ,teardrop
2001-09-16,IL,light
2001-09-16,OH,unknown
2001-09-16,NY,circle
2001-09-16,WA,fireball
2001-09-16,ME,light
2001-09-16,MD,light
2001-09-16,FL,circle
2002-09-16,CA,light
2002-09-16,CA,changing
2002-09-16,IA,changing
2002-09-16,CA,disk
2002-09-16,PA,unknown
2002-09-16,HI,circle
2003-09-16,MI,oval
2003-09-16,AL,light
2003-09-16,OR,triangle
2003-09-16,MA,light
2003-09-16,MA,light
2003-09-16,NY,unknown
2003-09-16,TX,light
2004-09-16,OH,light
2004-09-16,CA,unknown
2004-09-16,MD,light
2004-09-16,NC,disk
2004-09-16,VT,sphere
2004-09-16,NM,light
2004-09-16,CO,disk
2004-09-16,NM,light
2004-09-16,WA,triangle
2004-09-16,SC,unknown
2004-09-16,MN,sphere
2004-09-16,CA,unknown
2004-09-16,MO,light
2004-09-16,WA,light
2005-09-16,CO,other
2005-09-16,GA,rectangle
2005-09-16,MN,light
2005-09-16,FL,sphere
2005-09-16,OR,changing
2005-09-16,TX,unknown
2005-09-16,NH,triangle
2005-09-16,TX,unknown
2006-09-16,KY,changing
2006-09-16,CA,fireball
2006-09-16,CA,rectangle
2006-09-16,PA,other
2006-09-16,CA,changing
2006-09-16,UT,unknown
2006-09-16,NY,other
2006-09-16,WA,light
2006-09-16,CA,disk
2007-09-16,CO,triangle
2007-09-16,WA,changing
2007-09-16,NY,light
2007-09-16,MS,triangle
2007-09-16,CA,NA
2007-09-16,NY,teardrop
2007-09-16,OH,light
2007-09-16,CA,triangle
2007-09-16,CA,cigar
2007-09-16,WA,light
2007-09-16,NC,chevron
2008-09-16,OK,formation
2008-09-16,NH,formation
2008-09-16,IL,circle
2008-09-16,CA,sphere
2008-09-16,CO,fireball
2008-09-16,IL,teardrop
2009-09-16,TX,chevron
2009-09-16,CA,disk
2009-09-16,CO,oval
2009-09-16,AZ,light
2009-09-16,OH,unknown
2009-09-16,WA,flash
2009-09-16,MO,fireball
2009-09-16,AL,diamond
2009-09-16,WV,circle
2010-09-16,CT,light
2010-09-16,NJ,unknown
2010-09-16,IN,oval
2010-09-16,CA,other
2010-09-16,SC,light
2010-09-16,AZ,other
2011-09-16,MD,circle
2011-09-16,PA,disk
2011-09-16,NY,fireball
2011-09-16,OR,triangle
2011-09-16,NV,fireball
2011-09-16,OH,light
2011-09-16,CA,fireball
2011-09-16,MN,circle
2011-09-16,ID,light
2011-09-16,WI,fireball
2011-09-16,CA,light
2011-09-16,PA,oval
2011-09-16,MA,circle
2012-09-16,CA,circle
2012-09-16,CA,light
2012-09-16,OH,triangle
2012-09-16,NV,light
2012-09-16,NM,other
2012-09-16,CA,disk
2012-09-16,CT,oval
2012-09-16,FL,other
2012-09-16,OR,sphere
2012-09-16,OR,light
2012-09-16,CA,fireball
2012-09-16,WV,unknown
2013-09-16,WI,other
2013-09-16,ID,circle
2013-09-16,CT,unknown
2013-09-16,AZ,changing
2013-09-16,CA,light
2013-09-16,CA,changing
2013-09-16,MN,unknown
2013-09-16,UT,other
2013-09-16,CA,unknown
1979-09-17,AL,rectangle
1979-09-17,NC,cylinder
1989-09-17,MO,circle
1991-09-17,AZ,formation
1994-09-17,NJ,disk
1995-09-17,TX,NA
1996-09-17,MA,formation
1998-09-17,CA,sphere
1998-09-17,IL,disk
1999-09-17,IL,other
1999-09-17,SC,circle
1999-09-17,UT,sphere
1999-09-17,HI,circle
1999-09-17,OR,circle
1999-09-17,LA,disk
1999-09-17,OR,circle
1999-09-17,WY,unknown
1999-09-17,MO,triangle
1999-09-17,AZ,oval
1999-09-17,IA,flash
1999-09-17,TN,triangle
1999-09-17,VA,fireball
2000-09-17,OH,cigar
2000-09-17,CA,chevron
2000-09-17,CA,light
2000-09-17,CA,light
2000-09-17,WA,chevron
2000-09-17,LA,chevron
2000-09-17,CA,fireball
2001-09-17,KY,flash
2001-09-17,FL,triangle
2001-09-17,AR,unknown
2002-09-17,OH,fireball
2002-09-17,GA,light
2002-09-17,CA,unknown
2002-09-17,OR,unknown
2003-09-17,OR,flash
2003-09-17,CA,light
2003-09-17,IN,changing
2003-09-17,NC,light
2003-09-17,PA,light
2003-09-17,FL,triangle
2003-09-17,GA,egg
2003-09-17,TX,oval
2003-09-17,KY,light
2003-09-17,NY,unknown
2003-09-17,NH,rectangle
2003-09-17,TN,circle
2003-09-17,CA,light
2003-09-17,FL,triangle
2003-09-17,HI,sphere
2004-09-17,NC,oval
2004-09-17,CA,formation
2004-09-17,WA,sphere
2004-09-17,CO,oval
2004-09-17,AZ,sphere
2004-09-17,AZ,sphere
2004-09-17,CO,cigar
2004-09-17,AZ,rectangle
2004-09-17,TX,triangle
2004-09-17,CA,triangle
2004-09-17,MN,disk
2004-09-17,CA,triangle
2005-09-17,WI,light
2005-09-17,GA,light
2005-09-17,UT,disk
2005-09-17,WA,light
2005-09-17,OK,cylinder
2005-09-17,CA,disk
2005-09-17,GA,cigar
2005-09-17,DE,triangle
2005-09-17,WI,circle
2005-09-17,OR,light
2005-09-17,WV,light
2005-09-17,TX,fireball
2005-09-17,MT,fireball
2005-09-17,NJ,diamond
2006-09-17,NV,chevron
2006-09-17,MD,cylinder
2006-09-17,MD,disk
2006-09-17,CA,light
2006-09-17,CA,other
2006-09-17,CA,sphere
2006-09-17,GA,light
2006-09-17,NV,light
2007-09-17,NY,formation
2007-09-17,CO,light
2007-09-17,FL,disk
2007-09-17,CA,triangle
2007-09-17,WI,unknown
2007-09-17,TN,light
2007-09-17,CA,light
2007-09-17,CA,cigar
2007-09-17,TN,light
2007-09-17,CA,triangle
2007-09-17,IL,light
2007-09-17,IL,light
2007-09-17,NH,light
2007-09-17,MN,light
2007-09-17,CT,circle
2007-09-17,IA,unknown
2007-09-17,CT,disk
2007-09-17,VA,sphere
2007-09-17,CA,formation
2008-09-17,CA,other
2008-09-17,AZ,changing
2008-09-17,IL,fireball
2008-09-17,TX,circle
2008-09-17,CA,egg
2008-09-17,NH,light
2008-09-17,KS,circle
2008-09-17,OH,triangle
2008-09-17,NH,light
2008-09-17,IN,other
2008-09-17,OH,other
2008-09-17,MI,unknown
2008-09-17,GA,light
2008-09-17,MI,fireball
2009-09-17,MN,changing
2009-09-17,TX,circle
2009-09-17,OH,unknown
2009-09-17,WA,triangle
2009-09-17,CA,triangle
2009-09-17,CT,unknown
2009-09-17,NY,triangle
2009-09-17,MO,unknown
2009-09-17,OH,circle
2010-09-17,CO,triangle
2010-09-17,CA,light
2010-09-17,SC,formation
2010-09-17,SC,cigar
2010-09-17,CA,circle
2010-09-17,NC,circle
2010-09-17,CO,chevron
2010-09-17,OH,disk
2010-09-17,VA,light
2010-09-17,OH,other
2010-09-17,CA,light
2010-09-17,KY,flash
2010-09-17,IL,triangle
2010-09-17,TX,triangle
2010-09-17,LA,light
2011-09-17,MA,flash
2011-09-17,NC,unknown
2011-09-17,TX,oval
2011-09-17,TX,circle
2011-09-17,MO,oval
2011-09-17,IL,disk
2011-09-17,NM,fireball
2011-09-17,OH,fireball
2011-09-17,IL,light
2011-09-17,OH,diamond
2011-09-17,IN,unknown
2011-09-17,RI,light
2011-09-17,IL,other
2011-09-17,WV,formation
2011-09-17,IL,triangle
2011-09-17,MI,formation
2011-09-17,IN,sphere
2011-09-17,NM,triangle
2011-09-17,CA,disk
2011-09-17,AL,oval
2011-09-17,IN,circle
2011-09-17,PA,cone
2011-09-17,MO,circle
2011-09-17,FL,circle
2012-09-17,CA,unknown
2012-09-17,FL,circle
2012-09-17,MD,light
2012-09-17,WA,light
2012-09-17,MN,light
2012-09-17,IL,other
2012-09-17,NY,light
2012-09-17,ME,light
2012-09-17,WA,light
2012-09-17,NJ,disk
2012-09-17,TX,fireball
2012-09-17,SC,light
2013-09-17,AR,triangle
2013-09-17,NJ,sphere
2013-09-17,AZ,triangle
2013-09-17,MI,changing
2013-09-17,TN,other
2013-09-17,AZ,changing
2013-09-17,OH,unknown
2013-09-17,CA,circle
2013-09-17,ME,light
1986-09-18,KY,cylinder
1986-09-18,NJ,fireball
1987-09-18,OH,rectangle
1991-09-18,WA,changing
1996-09-18,MI,fireball
1997-09-18,OH,changing
1997-09-18,FL,unknown
1998-09-18,NE,changing
1998-09-18,KY,oval
1998-09-18,CA,oval
1998-09-18,CA,fireball
1998-09-18,UT,triangle
1998-09-18,CA,fireball
1999-09-18,NC,formation
1999-09-18,WA,NA
1999-09-18,AZ,sphere
1999-09-18,ME,light
1999-09-18,TN,circle
1999-09-18,OR,light
1999-09-18,WA,unknown
2000-09-18,PA,disk
2000-09-18,CA,oval
2000-09-18,AL,light
2000-09-18,FL,changing
2000-09-18,CO,sphere
2000-09-18,CA,flash
2000-09-18,TX,light
2000-09-18,OK,light
2000-09-18,CA,oval
2001-09-18,MI,circle
2001-09-18,AZ,circle
2001-09-18,OR,light
2001-09-18,WA,light
2002-09-18,NC,light
2002-09-18,MO,disk
2002-09-18,MO,disk
2002-09-18,MO,disk
2002-09-18,TN,cylinder
2002-09-18,WA,NA
2002-09-18,WA,other
2002-09-18,PA,unknown
2002-09-18,PA,other
2002-09-18,IN,light
2002-09-18,OR,other
2003-09-18,NC,light
2003-09-18,CA,sphere
2003-09-18,FL,cigar
2003-09-18,NC,flash
2003-09-18,AZ,circle
2003-09-18,OK,chevron
2003-09-18,CO,rectangle
2003-09-18,CA,flash
2003-09-18,WA,sphere
2004-09-18,CA,disk
2004-09-18,MI,disk
2004-09-18,OH,light
2004-09-18,MN,diamond
2004-09-18,NJ,triangle
2004-09-18,MO,unknown
2004-09-18,GA,sphere
2004-09-18,IL,circle
2004-09-18,WA,triangle
2004-09-18,NM,disk
2004-09-18,NY,formation
2004-09-18,PA,light
2005-09-18,WI,light
2005-09-18,WA,triangle
2005-09-18,NY,light
2005-09-18,OH,fireball
2005-09-18,ID,light
2005-09-18,VA,cigar
2005-09-18,IL,light
2005-09-18,NJ,other
2005-09-18,OK,fireball
2005-09-18,WI,oval
2005-09-18,FL,light
2006-09-18,CA,light
2006-09-18,OR,sphere
2006-09-18,MI,other
2007-09-18,GA,fireball
2007-09-18,OR,light
2007-09-18,NY,rectangle
2007-09-18,CA,circle
2007-09-18,NC,triangle
2007-09-18,CA,triangle
2008-09-18,CA,triangle
2008-09-18,OK,cone
2008-09-18,IN,circle
2008-09-18,MD,changing
2008-09-18,OK,cone
2008-09-18,WV,unknown
2008-09-18,NH,light
2008-09-18,AZ,light
2008-09-18,IN,other
2008-09-18,NJ,disk
2008-09-18,NH,rectangle
2009-09-18,CA,light
2009-09-18,NY,diamond
2009-09-18,NJ,light
2009-09-18,WV,sphere
2009-09-18,NH,light
2009-09-18,PA,light
2009-09-18,NJ,light
2009-09-18,MO,triangle
2009-09-18,ID,light
2009-09-18,PA,fireball
2009-09-18,ID,circle
2009-09-18,CA,disk
2009-09-18,MI,circle
2009-09-18,ID,light
2009-09-18,CT,oval
2009-09-18,MO,formation
2009-09-18,ID,light
2010-09-18,MO,sphere
2010-09-18,CA,sphere
2010-09-18,CA,diamond
2010-09-18,NY,egg
2010-09-18,NY,light
2010-09-18,MD,circle
2010-09-18,NY,fireball
2010-09-18,KY,triangle
2010-09-18,IN,teardrop
2010-09-18,KY,NA
2010-09-18,PA,fireball
2010-09-18,PA,sphere
2011-09-18,OH,light
2011-09-18,CA,light
2011-09-18,FL,triangle
2011-09-18,MI,unknown
2011-09-18,AZ,teardrop
2011-09-18,AZ,light
2011-09-18,WI,triangle
2011-09-18,UT,circle
2011-09-18,WY,circle
2011-09-18,CA,light
2011-09-18,CA,circle
2011-09-18,NV,sphere
2011-09-18,NJ,circle
2011-09-18,FL,triangle
2012-09-18,AZ,circle
2012-09-18,AR,NA
2012-09-18,WA,light
2012-09-18,CA,disk
2012-09-18,OH,light
2012-09-18,IA,oval
2012-09-18,WA,light
2012-09-18,GA,circle
2012-09-18,TN,light
2012-09-18,TN,disk
2012-09-18,IL,egg
2012-09-18,KY,formation
2012-09-18,NE,triangle
2012-09-19,AZ,NA
2013-09-18,MO,light
2013-09-18,VA,triangle
2013-09-18,AL,fireball
2013-09-18,NY,cylinder
2013-09-18,MD,circle
2013-09-18,WA,circle
2013-09-18,CA,diamond
2013-09-18,TX,NA
2013-09-18,PA,light
2013-09-18,WA,light
2013-09-18,MD,light
2013-09-18,OH,triangle
2013-09-18,ID,formation
2013-09-18,WA,light
2013-09-18,KY,cigar
2013-09-18,KY,cigar
2013-09-18,FL,light
2013-09-18,WA,fireball
2013-09-18,NJ,NA
2013-09-18,ID,circle
2013-09-18,GA,light
2013-09-18,AZ,unknown
2013-09-18,GA,light
1976-09-19,NJ,oval
1979-09-19,MD,light
1986-09-19,VA,unknown
1995-09-19,CA,NA
1996-09-19,OH,changing
1997-09-19,IL,rectangle
1997-09-19,WA,other
1998-09-19,NV,triangle
1998-09-19,WA,disk
1998-09-19,WA,egg
1999-09-19,WA,triangle
1999-09-19,TX,cigar
1999-09-19,FL,flash
1999-09-19,CA,disk
1999-09-19,CA,other
1999-09-19,OH,other
1999-09-19,WA,light
1999-09-19,PA,disk
2000-09-19,KS,sphere
2000-09-19,CA,fireball
2000-09-19,CA,other
2000-09-19,TX,sphere
2000-09-19,WA,triangle
2000-09-19,OH,circle
2000-09-19,CO,triangle
2000-09-19,KY,light
2000-09-19,OH,light
2000-09-19,OH,formation
2000-09-19,GA,light
2000-09-19,CA,light
2000-09-19,WA,fireball
2000-09-19,AZ,flash
2000-09-19,AZ,flash
2001-09-19,OK,triangle
2001-09-19,OK,triangle
2001-09-19,TX,NA
2001-09-19,CA,other
2001-09-19,WA,unknown
2001-09-19,TX,disk
2002-09-19,CA,triangle
2002-09-19,MO,triangle
2002-09-19,OR,other
2002-09-19,IA,disk
2002-09-19,CA,light
2002-09-19,CA,cone
2002-09-19,CA,other
2002-09-19,AZ,NA
2002-09-19,CA,fireball
2002-09-19,CA,unknown
2002-09-19,AZ,fireball
2002-09-19,CA,light
2002-09-19,CA,sphere
2002-09-19,CA,other
2002-09-19,CA,unknown
2002-09-19,CA,light
2002-09-19,CA,fireball
2002-09-19,CA,sphere
2002-09-19,CA,light
2002-09-19,CA,changing
2002-09-19,CA,cylinder
2002-09-19,AZ,light
2002-09-19,CA,sphere
2002-09-19,CA,changing
2002-09-19,NC,unknown
2002-09-19,FL,chevron
2002-09-19,SC,light
2002-09-19,OH,unknown
2003-09-19,NJ,flash
2003-09-19,NC,rectangle
2003-09-19,CO,light
2003-09-19,CA,cylinder
2003-09-19,CA,circle
2003-09-19,LA,oval
2003-09-19,LA,oval
2003-09-19,NM,oval
2003-09-19,NM,light
2003-09-19,NM,sphere
2003-09-19,MO,sphere
2003-09-19,CA,light
2003-09-19,IN,other
2003-09-19,NJ,triangle
2003-09-19,CO,light
2003-09-19,TX,cigar
2003-09-19,KS,triangle
2004-09-19,IL,cigar
2004-09-19,OH,cigar
2004-09-19,OH,cigar
2004-09-19,CA,light
2004-09-19,NH,flash
2004-09-19,SC,light
2004-09-19,OH,light
2004-09-19,TN,egg
2005-09-19,CA,other
2005-09-19,CA,circle
2005-09-19,NH,disk
2005-09-19,AZ,light
2005-09-19,FL,other
2005-09-19,AZ,light
2005-09-19,WI,circle
2005-09-19,WI,light
2005-09-19,CO,cigar
2005-09-19,MI,other
2005-09-19,GA,light
2005-09-19,WI,formation
2005-09-19,CA,diamond
2005-09-19,OH,triangle
2005-09-19,NC,disk
2006-09-19,TX,egg
2006-09-19,IL,sphere
2006-09-19,TN,sphere
2006-09-19,TX,light
2007-09-19,IN,cylinder
2007-09-19,FL,light
2007-09-19,AZ,unknown
2007-09-19,NY,changing
2007-09-19,IA,light
2008-09-19,OH,light
2008-09-19,CO,light
2008-09-19,AZ,unknown
2008-09-19,NY,cigar
2008-09-19,CA,fireball
2008-09-19,IL,triangle
2008-09-19,NC,light
2008-09-19,NY,cylinder
2008-09-19,NJ,disk
2008-09-19,CA,circle
2008-09-19,CA,light
2008-09-19,MA,formation
2008-09-19,TX,circle
2008-09-19,CA,changing
2009-09-19,PA,fireball
2009-09-19,MO,oval
2009-09-19,IL,fireball
2009-09-19,ME,sphere
2009-09-19,NM,teardrop
2009-09-19,WA,triangle
2009-09-19,ME,triangle
2009-09-19,OH,oval
2009-09-19,NY,light
2009-09-19,MD,unknown
2009-09-19,PA,light
2009-09-19,ME,circle
2009-09-19,ME,light
2009-09-19,NJ,light
2009-09-19,VA,light
2009-09-19,MD,triangle
2009-09-19,VT,light
2009-09-19,MD,cylinder
2009-09-19,MA,disk
2009-09-19,MA,flash
2009-09-19,ME,triangle
2009-09-19,NJ,cone
2009-09-19,MD,sphere
2009-09-19,PA,triangle
2009-09-19,VA,disk
2009-09-19,VA,cone
2009-09-19,NJ,circle
2009-09-19,NJ,light
2009-09-19,RI,unknown
2009-09-19,NY,cone
2009-09-19,CT,unknown
2009-09-19,NY,unknown
2009-09-19,CT,sphere
2009-09-19,PA,light
2009-09-19,NC,disk
2009-09-19,CT,light
2009-09-19,NH,other
2009-09-19,PA,light
2009-09-19,VT,cone
2009-09-19,MD,light
2009-09-19,NY,circle
2009-09-19,MA,light
2009-09-19,PA,circle
2009-09-19,CT,light
2009-09-19,CT,cone
2009-09-19,PA,cone
2009-09-19,NJ,oval
2009-09-19,MA,unknown
2009-09-19,MA,light
2009-09-19,CT,light
2009-09-19,PA,NA
2009-09-19,NY,cone
2009-09-19,PA,NA
2009-09-19,CT,circle
2009-09-19,RI,sphere
2009-09-19,MA,cone
2009-09-19,OH,light
2009-09-19,PA,light
2009-09-19,NJ,light
2009-09-19,OH,diamond
2009-09-19,PA,light
2009-09-19,NY,light
2009-09-19,PA,cone
2009-09-19,PA,light
2009-09-19,MA,light
2009-09-19,NJ,cone
2009-09-19,PA,light
2009-09-19,NE,fireball
2009-09-19,NJ,light
2009-09-19,NJ,light
2009-09-19,NY,light
2009-09-19,NY,light
2009-09-19,NJ,light
2009-09-19,VT,unknown
2009-09-19,PA,changing
2009-09-19,PA,circle
2009-09-19,PA,cone
2009-09-19,CT,fireball
2009-09-19,PA,oval
2009-09-19,CT,cone
2009-09-19,NY,light
2009-09-19,PA,cone
2009-09-19,VA,light
2009-09-19,RI,triangle
2009-09-19,RI,cone
2009-09-19,VA,oval
2009-09-19,NJ,fireball
2009-09-19,RI,light
2009-09-19,ME,circle
2009-09-19,MD,other
2009-09-19,PA,circle
2009-09-19,PA,cone
2009-09-19,NJ,light
2009-09-19,NJ,light
2009-09-19,PA,light
2009-09-19,PA,oval
2009-09-19,PA,other
2009-09-19,MD,unknown
2009-09-19,OH,unknown
2009-09-19,WA,light
2009-09-19,NY,circle
2009-09-19,PA,formation
2009-09-19,PA,light
2009-09-19,MN,light
2009-09-19,FL,formation
2009-09-19,PA,light
2009-09-19,MI,circle
2009-09-19,PA,fireball
2009-09-19,MN,other
2009-09-19,WV,light
2010-09-19,FL,circle
2010-09-19,IN,unknown
2010-09-19,NE,fireball
2011-09-19,IL,disk
2011-09-19,WA,light
2011-09-19,AZ,circle
2011-09-19,IL,sphere
2011-09-19,CO,sphere
2011-09-19,OH,triangle
2011-09-19,ME,unknown
2011-09-19,NV,unknown
2011-09-19,KS,light
2012-09-19,CA,triangle
2012-09-19,NJ,light
2012-09-19,IL,disk
2012-09-19,NY,disk
2012-09-19,CO,rectangle
2012-09-19,WV,other
2012-09-19,NY,light
2012-09-19,AZ,disk
2012-09-19,IN,triangle
2012-09-19,PA,circle
2012-09-19,CO,fireball
2012-09-19,CO,sphere
2012-09-20,NY,unknown
2013-09-19,MD,light
2013-09-19,OR,teardrop
2013-09-19,KY,sphere
2013-09-19,NM,circle
2013-09-19,RI,fireball
2013-09-19,NY,fireball
2013-09-19,WA,light
2013-09-19,VT,sphere
2013-09-19,NJ,sphere
2013-09-19,MA,disk
2013-09-19,PA,circle
2013-09-19,WA,circle
2013-09-19,NM,other
2013-09-19,VA,light
2013-09-19,MI,fireball
1971-09-20,WA,disk
1972-09-20,MO,disk
1972-09-20,MO,chevron
1973-09-20,OH,oval
1973-09-20,KS,light
1973-09-20,OH,cigar
1973-09-20,OH,cigar
1973-09-20,TX,chevron
1975-09-20,MI,oval
1975-09-20,TX,light
1976-09-20,KY,circle
1978-09-20,FL,sphere
1980-09-20,KY,circle
1980-09-20,NY,disk
1982-09-20,LA,changing
1982-09-20,VA,unknown
1982-09-20,ID,disk
1984-09-20,NY,teardrop
1985-09-20,FL,disk
1986-09-20,AZ,unknown
1987-09-20,NM,unknown
1988-09-20,CA,flash
1988-09-20,NY,circle
1988-09-20,OH,sphere
1989-09-20,CA,teardrop
1990-09-20,IN,triangle
1990-09-20,MI,other
1990-09-20,WA,fireball
1990-09-20,NC,sphere
1994-09-20,PA,fireball
1994-09-20,CA,fireball
1994-09-20,MO,other
1994-09-20,OH,circle
1995-09-20,NV,NA
1995-09-20,OH,oval
1995-09-20,WI,diamond
1995-09-20,AK,fireball
1995-09-20,MS,cylinder
1996-09-20,OK,disk
1997-09-20,CA,triangle
1998-09-20,NV,other
1998-09-20,IL,circle
1998-09-20,WA,sphere
1998-09-20,CA,disk
1998-09-20,WA,circle
1999-09-20,CA,light
1999-09-20,CA,triangle
1999-09-20,MS,sphere
1999-09-20,NH,cigar
1999-09-20,AZ,light
2000-09-20,CA,circle
2000-09-20,AZ,triangle
2000-09-20,NY,other
2000-09-20,MN,triangle
2001-09-20,NY,changing
2001-09-20,WA,other
2001-09-20,CO,sphere
2001-09-20,MA,rectangle
2001-09-20,WA,flash
2002-09-20,MN,triangle
2002-09-20,WA,unknown
2002-09-20,CO,sphere
2002-09-20,CA,disk
2002-09-20,OK,oval
2002-09-20,PA,light
2003-09-20,TX,light
2003-09-20,MA,triangle
2003-09-20,IN,disk
2003-09-20,MI,NA
2003-09-20,MI,NA
2003-09-20,MI,light
2003-09-20,MA,disk
2003-09-20,AZ,cylinder
2003-09-20,MI,unknown
2003-09-20,NE,other
2003-09-20,WA,light
2003-09-20,WA,light
2003-09-20,CA,fireball
2003-09-20,NC,unknown
2004-09-20,NC,cigar
2004-09-20,NY,rectangle
2004-09-20,AZ,other
2004-09-20,VA,sphere
2004-09-20,CA,cigar
2004-09-20,PA,cross
2004-09-20,AZ,light
2004-09-20,CA,other
2004-09-20,IL,light
2004-09-20,TX,unknown
2004-09-20,TN,disk
2004-09-20,SC,triangle
2004-09-20,WA,triangle
2004-09-20,NC,flash
2004-09-20,CA,fireball
2005-09-20,WA,circle
2005-09-20,WA,light
2005-09-20,TX,light
2005-09-20,NY,disk
2005-09-20,KY,fireball
2005-09-20,LA,light
2005-09-20,GA,changing
2005-09-20,OR,cylinder
2005-09-20,FL,fireball
2005-09-20,AZ,cone
2005-09-20,NM,light
2005-09-20,NM,NA
2005-09-20,AZ,disk
2005-09-20,NH,circle
2005-09-20,CA,formation
2005-09-20,NY,flash
2005-09-20,SD,other
2005-09-20,GA,unknown
2005-09-20,IL,triangle
2005-09-20,NY,teardrop
2006-09-20,GA,circle
2006-09-20,TX,unknown
2006-09-20,TX,sphere
2006-09-20,FL,triangle
2006-09-20,ME,light
2006-09-20,GA,light
2006-09-20,IL,light
2006-09-20,LA,other
2006-09-20,IA,flash
2006-09-21,OR,cigar
2007-09-20,MD,light
2007-09-20,KY,rectangle
2007-09-20,PA,disk
2007-09-20,CA,fireball
2007-09-20,MI,disk
2007-09-20,NY,other
2007-09-20,IL,triangle
2007-09-20,OR,cigar
2007-09-20,FL,cylinder
2007-09-20,NM,triangle
2007-09-20,IL,circle
2007-09-20,NH,light
2007-09-20,WA,light
2008-09-20,KY,unknown
2008-09-20,NC,other
2008-09-20,MO,cone
2008-09-20,NY,unknown
2008-09-20,CA,circle
2008-09-20,UT,formation
2008-09-20,NJ,circle
2008-09-20,FL,triangle
2008-09-20,NJ,disk
2008-09-20,CA,changing
2008-09-20,CA,cigar
2008-09-20,CA,sphere
2008-09-20,VA,light
2008-09-20,MA,unknown
2008-09-20,IL,oval
2008-09-20,TX,light
2009-09-20,CT,circle
2009-09-20,PA,light
2009-09-20,MN,fireball
2009-09-20,CT,circle
2009-09-20,NH,light
2009-09-20,TX,triangle
2009-09-20,MT,fireball
2009-09-20,GA,light
2009-09-20,NM,light
2009-09-20,NY,oval
2009-09-20,NE,cigar
2009-09-20,ME,light
2009-09-20,CA,light
2009-09-20,NH,disk
2009-09-20,FL,flash
2009-09-20,TX,circle
2009-09-20,CT,cylinder
2009-09-20,MA,light
2009-09-20,CA,light
2009-09-20,NC,circle
2009-09-20,CA,sphere
2010-09-20,RI,unknown
2010-09-20,CA,fireball
2010-09-20,CA,sphere
2010-09-20,CA,changing
2010-09-20,CA,fireball
2010-09-20,CA,other
2011-09-20,MN,unknown
2011-09-20,OR,rectangle
2011-09-20,TX,oval
2011-09-20,SD,light
2011-09-20,MD,unknown
2011-09-20,AZ,circle
2011-09-20,OR,triangle
2011-09-20,ND,other
2011-09-20,WA,cigar
2011-09-20,FL,unknown
2011-09-20,WA,light
2011-09-20,IL,fireball
2011-09-20,IN,formation
2011-09-20,KY,sphere
2012-09-20,MA,oval
2012-09-20,WV,fireball
2012-09-20,MN,triangle
2012-09-20,MI,light
2012-09-20,RI,light
2012-09-20,TX,light
2012-09-20,WA,light
2012-09-20,OH,cylinder
2012-09-20,IL,changing
2012-09-20,AL,light
2012-09-20,WV,cylinder
2012-09-20,OK,triangle
2012-09-20,NJ,light
2012-09-20,SC,unknown
2012-09-20,MA,light
2012-09-20,MD,unknown
2013-09-20,WA,fireball
2013-09-20,SC,fireball
2013-09-20,ME,sphere
2013-09-20,MD,flash
2013-09-20,NJ,light
2013-09-20,SC,circle
2013-09-20,UT,fireball
2013-09-20,AZ,teardrop
2013-09-20,PA,fireball
2013-09-20,PA,triangle
2013-09-20,FL,changing
2013-09-20,TN,unknown
2013-09-20,NM,unknown
2013-09-20,KS,circle
2013-09-20,SC,triangle
1979-09-21,ME,light
1986-09-21,GA,triangle
1988-09-21,MI,oval
